Common Name,Official MSA Name,parcl_id,date,pct_gross_yield_single_family,investor_purchase_to_sale_ratio_all_properties
San Francisco,San Francisco-Oakland-Fremont,2900336,2023-01-01,4.09,0.39
San Francisco,San Francisco-Oakland-Fremont,2900336,2022-12-01,4.54,0.27
San Francisco,San Francisco-Oakland-Fremont,2900336,2022-11-01,4.24,0.21
San Francisco,San Francisco-Oakland-Fremont,2900336,2022-10-01,4.19,0.24
San Francisco,San Francisco-Oakland-Fremont,2900336,2022-09-01,3.65,0.25
San Francisco,San Francisco-Oakland-Fremont,2900336,2022-08-01,4.32,0.25
San Francisco,San Francisco-Oakland-Fremont,2900336,2022-07-01,4.09,0.27
San Francisco,San Francisco-Oakland-Fremont,2900336,2022-06-01,3.65,0.24
San Francisco,San Francisco-Oakland-Fremont,2900336,2022-05-01,3.35,0.26
San Francisco,San Francisco-Oakland-Fremont,2900336,2022-04-01,3.31,0.26
San Francisco,San Francisco-Oakland-Fremont,2900336,2022-03-01,3.2,0.29
San Francisco,San Francisco-Oakland-Fremont,2900336,2022-02-01,3.4,0.22
San Francisco,San Francisco-Oakland-Fremont,2900336,2022-01-01,3.3,0.21
San Francisco,San Francisco-Oakland-Fremont,2900336,2021-12-01,3.64,0.35
San Francisco,San Francisco-Oakland-Fremont,2900336,2021-11-01,3.43,0.15
San Francisco,San Francisco-Oakland-Fremont,2900336,2021-10-01,3.41,0.17
San Francisco,San Francisco-Oakland-Fremont,2900336,2021-09-01,3.55,0.16
San Francisco,San Francisco-Oakland-Fremont,2900336,2021-08-01,3.82,0.18
San Francisco,San Francisco-Oakland-Fremont,2900336,2021-07-01,4.24,0.14
San Francisco,San Francisco-Oakland-Fremont,2900336,2021-06-01,4.09,0.14
San Francisco,San Francisco-Oakland-Fremont,2900336,2021-05-01,3.98,0.12
San Francisco,San Francisco-Oakland-Fremont,2900336,2021-04-01,3.98,0.15
San Francisco,San Francisco-Oakland-Fremont,2900336,2021-03-01,4.27,0.09
San Francisco,San Francisco-Oakland-Fremont,2900336,2021-02-01,3.95,0.07
San Francisco,San Francisco-Oakland-Fremont,2900336,2021-01-01,4.79,1.16
San Francisco,San Francisco-Oakland-Fremont,2900336,2020-12-01,5.01,1.25
San Francisco,San Francisco-Oakland-Fremont,2900336,2020-11-01,4.81,1.15
San Francisco,San Francisco-Oakland-Fremont,2900336,2020-10-01,4.95,1.21
San Francisco,San Francisco-Oakland-Fremont,2900336,2020-09-01,4.58,1.25
San Francisco,San Francisco-Oakland-Fremont,2900336,2020-08-01,4.7,1.24
San Francisco,San Francisco-Oakland-Fremont,2900336,2020-07-01,5.26,1.25
San Francisco,San Francisco-Oakland-Fremont,2900336,2020-06-01,4.49,1.31
San Francisco,San Francisco-Oakland-Fremont,2900336,2020-05-01,4.87,1.36
San Francisco,San Francisco-Oakland-Fremont,2900336,2020-04-01,4.93,1.37
San Francisco,San Francisco-Oakland-Fremont,2900336,2020-03-01,5.91,1.5
San Francisco,San Francisco-Oakland-Fremont,2900336,2020-02-01,6.01,1.52
San Francisco,San Francisco-Oakland-Fremont,2900336,2020-01-01,4.84,1.79
San Francisco,San Francisco-Oakland-Fremont,2900336,2019-12-01,5.5,1.75
San Francisco,San Francisco-Oakland-Fremont,2900336,2019-11-01,4.95,1.76
San Francisco,San Francisco-Oakland-Fremont,2900336,2019-10-01,5.27,1.59
San Francisco,San Francisco-Oakland-Fremont,2900336,2019-09-01,4.76,1.73
San Francisco,San Francisco-Oakland-Fremont,2900336,2019-08-01,5.93,1.6
San Francisco,San Francisco-Oakland-Fremont,2900336,2019-07-01,5.42,1.71
San Francisco,San Francisco-Oakland-Fremont,2900336,2019-06-01,5.25,1.64
San Francisco,San Francisco-Oakland-Fremont,2900336,2019-05-01,4.94,1.59
San Francisco,San Francisco-Oakland-Fremont,2900336,2019-04-01,4.86,1.75
San Francisco,San Francisco-Oakland-Fremont,2900336,2019-03-01,4.4,1.72
San Francisco,San Francisco-Oakland-Fremont,2900336,2019-02-01,4.65,1.93
Detroit,Detroit-Warren-Dearborn,2899753,2024-01-01,7.47,0.78
Detroit,Detroit-Warren-Dearborn,2899753,2023-12-01,7.64,0.98
Detroit,Detroit-Warren-Dearborn,2899753,2023-11-01,7.15,0.95
Detroit,Detroit-Warren-Dearborn,2899753,2023-10-01,7.0,1.24
Detroit,Detroit-Warren-Dearborn,2899753,2023-09-01,6.72,0.87
Detroit,Detroit-Warren-Dearborn,2899753,2023-08-01,6.72,0.87
Detroit,Detroit-Warren-Dearborn,2899753,2023-07-01,6.34,0.85
Detroit,Detroit-Warren-Dearborn,2899753,2023-06-01,6.44,0.81
Detroit,Detroit-Warren-Dearborn,2899753,2023-05-01,6.35,0.87
Detroit,Detroit-Warren-Dearborn,2899753,2023-04-01,6.23,0.78
Detroit,Detroit-Warren-Dearborn,2899753,2023-03-01,6.75,0.26
Detroit,Detroit-Warren-Dearborn,2899753,2023-02-01,7.05,0.65
Detroit,Detroit-Warren-Dearborn,2899753,2023-01-01,7.53,0.97
Detroit,Detroit-Warren-Dearborn,2899753,2022-12-01,8.4,0.97
Detroit,Detroit-Warren-Dearborn,2899753,2022-11-01,8.19,0.95
Detroit,Detroit-Warren-Dearborn,2899753,2022-10-01,7.15,0.76
Detroit,Detroit-Warren-Dearborn,2899753,2022-09-01,7.44,0.76
Detroit,Detroit-Warren-Dearborn,2899753,2022-08-01,7.5,0.88
Detroit,Detroit-Warren-Dearborn,2899753,2022-07-01,7.53,0.56
Detroit,Detroit-Warren-Dearborn,2899753,2022-06-01,7.75,0.7
Detroit,Detroit-Warren-Dearborn,2899753,2022-05-01,7.47,0.66
Detroit,Detroit-Warren-Dearborn,2899753,2022-04-01,8.4,0.62
Detroit,Detroit-Warren-Dearborn,2899753,2022-03-01,9.6,0.69
Detroit,Detroit-Warren-Dearborn,2899753,2022-02-01,10.51,0.84
Detroit,Detroit-Warren-Dearborn,2899753,2022-01-01,10.13,0.86
Detroit,Detroit-Warren-Dearborn,2899753,2021-12-01,10.24,0.93
Detroit,Detroit-Warren-Dearborn,2899753,2021-11-01,9.67,0.71
Detroit,Detroit-Warren-Dearborn,2899753,2021-10-01,8.78,0.79
Detroit,Detroit-Warren-Dearborn,2899753,2021-09-01,9.41,0.65
Detroit,Detroit-Warren-Dearborn,2899753,2021-08-01,8.84,0.62
Detroit,Detroit-Warren-Dearborn,2899753,2021-07-01,8.2,0.61
Detroit,Detroit-Warren-Dearborn,2899753,2021-06-01,7.91,0.7
Detroit,Detroit-Warren-Dearborn,2899753,2021-05-01,7.81,0.62
Detroit,Detroit-Warren-Dearborn,2899753,2021-04-01,7.71,0.85
Detroit,Detroit-Warren-Dearborn,2899753,2021-03-01,8.1,0.74
Detroit,Detroit-Warren-Dearborn,2899753,2021-02-01,9.15,0.64
Detroit,Detroit-Warren-Dearborn,2899753,2021-01-01,8.76,0.93
Detroit,Detroit-Warren-Dearborn,2899753,2020-12-01,8.48,0.7
Detroit,Detroit-Warren-Dearborn,2899753,2020-11-01,8.5,0.82
Detroit,Detroit-Warren-Dearborn,2899753,2020-10-01,7.5,0.77
Detroit,Detroit-Warren-Dearborn,2899753,2020-09-01,8.11,0.73
Detroit,Detroit-Warren-Dearborn,2899753,2020-08-01,7.8,0.78
Detroit,Detroit-Warren-Dearborn,2899753,2020-07-01,8.66,0.89
Detroit,Detroit-Warren-Dearborn,2899753,2020-06-01,7.2,0.92
Detroit,Detroit-Warren-Dearborn,2899753,2020-05-01,7.02,0.87
Detroit,Detroit-Warren-Dearborn,2899753,2020-04-01,7.58,0.58
Detroit,Detroit-Warren-Dearborn,2899753,2020-03-01,7.75,0.86
Detroit,Detroit-Warren-Dearborn,2899753,2020-02-01,7.42,1.02
Detroit,Detroit-Warren-Dearborn,2899753,2020-01-01,8.0,1.06
Detroit,Detroit-Warren-Dearborn,2899753,2019-12-01,8.63,0.95
Detroit,Detroit-Warren-Dearborn,2899753,2019-11-01,7.5,1.07
Detroit,Detroit-Warren-Dearborn,2899753,2019-10-01,8.0,1.06
Detroit,Detroit-Warren-Dearborn,2899753,2019-09-01,8.36,1.02
Detroit,Detroit-Warren-Dearborn,2899753,2019-08-01,8.52,0.9
Detroit,Detroit-Warren-Dearborn,2899753,2019-07-01,8.23,0.76
Detroit,Detroit-Warren-Dearborn,2899753,2019-06-01,7.69,0.92
Detroit,Detroit-Warren-Dearborn,2899753,2019-05-01,7.34,0.84
Detroit,Detroit-Warren-Dearborn,2899753,2019-04-01,7.86,0.89
Detroit,Detroit-Warren-Dearborn,2899753,2019-03-01,7.55,1.03
Detroit,Detroit-Warren-Dearborn,2899753,2019-02-01,9.0,1.1
Seattle,Seattle-Tacoma-Bellevue,2900353,2024-01-01,4.54,0.93
Seattle,Seattle-Tacoma-Bellevue,2900353,2023-12-01,4.88,0.8
Seattle,Seattle-Tacoma-Bellevue,2900353,2023-11-01,4.61,0.78
Seattle,Seattle-Tacoma-Bellevue,2900353,2023-10-01,4.63,0.83
Seattle,Seattle-Tacoma-Bellevue,2900353,2023-09-01,4.32,0.89
Seattle,Seattle-Tacoma-Bellevue,2900353,2023-08-01,4.75,0.7
Seattle,Seattle-Tacoma-Bellevue,2900353,2023-07-01,4.63,0.7
Seattle,Seattle-Tacoma-Bellevue,2900353,2023-06-01,4.3,0.74
Seattle,Seattle-Tacoma-Bellevue,2900353,2023-05-01,4.3,0.74
Seattle,Seattle-Tacoma-Bellevue,2900353,2023-04-01,4.31,0.64
Seattle,Seattle-Tacoma-Bellevue,2900353,2023-03-01,4.25,0.56
Seattle,Seattle-Tacoma-Bellevue,2900353,2023-02-01,4.59,0.57
Seattle,Seattle-Tacoma-Bellevue,2900353,2023-01-01,4.53,0.72
Seattle,Seattle-Tacoma-Bellevue,2900353,2022-12-01,5.01,0.66
Seattle,Seattle-Tacoma-Bellevue,2900353,2022-11-01,4.83,0.66
Seattle,Seattle-Tacoma-Bellevue,2900353,2022-10-01,4.56,0.71
Seattle,Seattle-Tacoma-Bellevue,2900353,2022-09-01,4.52,0.7
Seattle,Seattle-Tacoma-Bellevue,2900353,2022-08-01,4.79,0.79
Seattle,Seattle-Tacoma-Bellevue,2900353,2022-07-01,4.25,0.87
Seattle,Seattle-Tacoma-Bellevue,2900353,2022-06-01,3.74,0.98
Seattle,Seattle-Tacoma-Bellevue,2900353,2022-05-01,3.39,0.8
Seattle,Seattle-Tacoma-Bellevue,2900353,2022-04-01,3.27,0.76
Seattle,Seattle-Tacoma-Bellevue,2900353,2022-03-01,3.32,0.79
Seattle,Seattle-Tacoma-Bellevue,2900353,2022-02-01,3.53,0.85
Seattle,Seattle-Tacoma-Bellevue,2900353,2022-01-01,3.77,0.65
Seattle,Seattle-Tacoma-Bellevue,2900353,2021-12-01,4.16,0.81
Seattle,Seattle-Tacoma-Bellevue,2900353,2021-11-01,4.14,0.75
Seattle,Seattle-Tacoma-Bellevue,2900353,2021-10-01,4.0,0.65
Seattle,Seattle-Tacoma-Bellevue,2900353,2021-09-01,4.16,0.72
Seattle,Seattle-Tacoma-Bellevue,2900353,2021-08-01,4.44,0.75
Seattle,Seattle-Tacoma-Bellevue,2900353,2021-07-01,4.59,0.71
Seattle,Seattle-Tacoma-Bellevue,2900353,2021-06-01,4.62,0.63
Seattle,Seattle-Tacoma-Bellevue,2900353,2021-05-01,4.5,0.69
Seattle,Seattle-Tacoma-Bellevue,2900353,2021-04-01,4.27,0.71
Seattle,Seattle-Tacoma-Bellevue,2900353,2021-03-01,5.03,0.57
Seattle,Seattle-Tacoma-Bellevue,2900353,2021-02-01,4.54,0.58
Seattle,Seattle-Tacoma-Bellevue,2900353,2021-01-01,4.8,1.43
Seattle,Seattle-Tacoma-Bellevue,2900353,2020-12-01,5.21,1.41
Seattle,Seattle-Tacoma-Bellevue,2900353,2020-11-01,5.19,1.26
Seattle,Seattle-Tacoma-Bellevue,2900353,2020-10-01,5.25,1.4
Seattle,Seattle-Tacoma-Bellevue,2900353,2020-09-01,5.46,1.25
Seattle,Seattle-Tacoma-Bellevue,2900353,2020-08-01,5.46,1.32
Seattle,Seattle-Tacoma-Bellevue,2900353,2020-07-01,5.41,1.3
Seattle,Seattle-Tacoma-Bellevue,2900353,2020-06-01,5.51,1.42
Seattle,Seattle-Tacoma-Bellevue,2900353,2020-05-01,5.36,1.17
Seattle,Seattle-Tacoma-Bellevue,2900353,2020-04-01,5.35,1.07
Seattle,Seattle-Tacoma-Bellevue,2900353,2020-03-01,5.24,1.18
Seattle,Seattle-Tacoma-Bellevue,2900353,2020-02-01,5.67,1.26
Seattle,Seattle-Tacoma-Bellevue,2900353,2020-01-01,5.6,1.46
Seattle,Seattle-Tacoma-Bellevue,2900353,2019-12-01,6.0,1.54
Seattle,Seattle-Tacoma-Bellevue,2900353,2019-11-01,5.87,1.41
Seattle,Seattle-Tacoma-Bellevue,2900353,2019-10-01,5.57,1.8
Seattle,Seattle-Tacoma-Bellevue,2900353,2019-09-01,5.41,1.42
Seattle,Seattle-Tacoma-Bellevue,2900353,2019-08-01,6.15,1.4
Seattle,Seattle-Tacoma-Bellevue,2900353,2019-07-01,6.0,1.4
Seattle,Seattle-Tacoma-Bellevue,2900353,2019-06-01,5.75,1.45
Seattle,Seattle-Tacoma-Bellevue,2900353,2019-05-01,5.68,1.37
Seattle,Seattle-Tacoma-Bellevue,2900353,2019-04-01,5.49,1.28
Seattle,Seattle-Tacoma-Bellevue,2900353,2019-03-01,5.62,1.44
Seattle,Seattle-Tacoma-Bellevue,2900353,2019-02-01,5.33,1.53
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2024-01-01,5.7,0.87
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2023-12-01,6.0,0.99
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2023-11-01,6.06,0.78
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2023-10-01,6.22,0.95
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2023-09-01,5.92,0.79
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2023-08-01,5.83,0.92
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2023-07-01,5.7,0.82
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2023-06-01,5.48,0.77
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2023-05-01,5.4,0.92
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2023-04-01,5.4,0.69
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2023-03-01,5.39,0.75
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2023-02-01,5.4,0.71
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2023-01-01,5.54,0.95
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2022-12-01,6.06,1.0
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2022-11-01,6.36,1.06
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2022-10-01,6.01,0.98
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2022-09-01,6.38,0.99
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2022-08-01,5.84,0.94
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2022-07-01,5.86,1.03
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2022-06-01,5.14,0.93
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2022-05-01,5.29,0.91
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2022-04-01,4.83,0.93
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2022-03-01,4.79,0.81
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2022-02-01,4.8,0.73
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2022-01-01,5.08,0.89
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2021-12-01,5.08,0.75
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2021-11-01,5.84,0.81
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2021-10-01,5.39,0.92
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2021-09-01,5.84,1.01
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2021-08-01,6.29,0.98
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2021-07-01,6.16,0.89
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2021-06-01,5.83,0.9
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2021-05-01,6.15,0.86
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2021-04-01,6.54,0.71
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2021-03-01,5.89,0.75
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2021-02-01,6.05,0.84
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2021-01-01,5.96,1.37
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2020-12-01,6.83,1.37
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2020-11-01,6.37,1.32
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2020-10-01,6.83,1.21
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2020-09-01,6.51,1.4
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2020-08-01,7.18,1.18
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2020-07-01,7.18,1.26
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2020-06-01,6.8,1.26
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2020-05-01,6.85,1.08
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2020-04-01,7.2,1.15
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2020-03-01,7.09,1.09
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2020-02-01,6.8,1.39
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2020-01-01,7.34,1.63
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2019-12-01,7.98,1.6
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2019-11-01,6.6,1.51
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2019-10-01,7.02,1.57
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2019-09-01,6.72,1.43
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2019-08-01,7.4,1.27
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2019-07-01,7.17,1.54
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2019-06-01,7.16,1.45
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2019-05-01,7.78,1.42
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2019-04-01,7.5,1.29
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2019-03-01,7.33,1.45
Minneapolis,Minneapolis-St. Paul-Bloomington,2900137,2019-02-01,7.07,1.72
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2024-01-01,6.63,0.94
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2023-12-01,6.68,0.94
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2023-11-01,6.62,0.99
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2023-10-01,6.75,0.92
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2023-09-01,6.72,0.97
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2023-08-01,6.84,0.98
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2023-07-01,6.9,0.99
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2023-06-01,6.6,0.89
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2023-05-01,6.8,0.82
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2023-04-01,6.81,0.74
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2023-03-01,6.65,0.77
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2023-02-01,6.98,0.77
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2023-01-01,6.93,0.92
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2022-12-01,7.12,0.81
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2022-11-01,7.01,0.99
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2022-10-01,6.79,0.98
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2022-09-01,6.98,0.99
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2022-08-01,7.24,1.11
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2022-07-01,6.93,1.23
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2022-06-01,6.76,1.22
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2022-05-01,6.63,1.01
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2022-04-01,6.9,1.03
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2022-03-01,7.12,0.95
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2022-02-01,7.15,0.88
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2022-01-01,7.35,1.0
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2021-12-01,7.82,0.86
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2021-11-01,7.53,1.03
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2021-10-01,8.27,1.03
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2021-09-01,8.15,1.08
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2021-08-01,7.96,1.07
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2021-07-01,7.87,0.93
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2021-06-01,7.7,0.94
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2021-05-01,7.76,0.9
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2021-04-01,7.07,0.8
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2021-03-01,7.43,0.73
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2021-02-01,7.63,0.79
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2021-01-01,7.89,1.09
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2020-12-01,7.7,1.26
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2020-11-01,7.68,1.3
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2020-10-01,7.52,1.19
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2020-09-01,7.38,1.18
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2020-08-01,7.84,1.13
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2020-07-01,7.91,1.3
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2020-06-01,7.62,1.15
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2020-05-01,7.25,1.04
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2020-04-01,7.84,1.03
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2020-03-01,7.84,1.3
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2020-02-01,8.23,1.2
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2020-01-01,8.56,1.27
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2019-12-01,8.41,1.19
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2019-11-01,8.21,1.4
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2019-10-01,7.78,1.23
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2019-09-01,8.14,1.2
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2019-08-01,8.33,1.3
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2019-07-01,8.12,1.27
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2019-06-01,7.94,1.02
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2019-05-01,7.72,1.26
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2019-04-01,8.35,1.17
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2019-03-01,7.99,1.27
Tampa,Tampa-St. Petersburg-Clearwater,2900417,2019-02-01,7.83,1.4
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2024-01-01,4.39,0.41
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2023-12-01,4.56,0.47
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2023-11-01,4.64,0.47
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2023-10-01,4.61,0.45
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2023-09-01,4.54,0.42
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2023-08-01,4.67,0.33
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2023-07-01,4.57,0.36
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2023-06-01,4.61,0.35
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2023-05-01,4.6,0.32
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2023-04-01,4.51,0.37
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2023-03-01,4.53,0.33
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2023-02-01,4.59,0.33
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2023-01-01,4.67,0.33
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2022-12-01,4.81,0.35
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2022-11-01,4.89,0.33
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2022-10-01,4.86,0.35
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2022-09-01,5.08,0.32
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2022-08-01,5.1,0.31
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2022-07-01,4.96,0.37
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2022-06-01,4.68,0.39
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2022-05-01,4.53,0.34
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2022-04-01,4.59,0.31
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2022-03-01,4.61,0.3
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2022-02-01,4.6,0.29
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2022-01-01,4.52,0.24
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2021-12-01,4.8,0.35
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2021-11-01,4.81,0.26
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2021-10-01,4.8,0.33
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2021-09-01,5.16,0.27
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2021-08-01,4.48,0.3
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2021-07-01,4.63,0.24
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2021-06-01,4.64,0.26
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2021-05-01,4.73,0.17
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2021-04-01,4.47,0.14
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2021-03-01,4.82,0.13
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2021-02-01,4.81,0.11
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2021-01-01,5.27,1.05
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2020-12-01,5.69,1.12
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2020-11-01,5.3,1.17
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2020-10-01,4.99,1.1
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2020-09-01,4.7,1.16
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2020-08-01,5.07,1.13
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2020-07-01,5.03,1.06
San Diego,San Diego-Chula Vista-Carlsbad,2900332,2020-06-01,4.87,1.18
